chunk_id,corpus_id,jurisdiction,source_title,source_url,candidate_type,source_hash,normalized_text_sha256,chunk_index,chunk_hash,char_start,char_end,text
EU_AI_ACT_RQ4_CHUNK_0000,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,0,sha256:a0fefce2b820a62b1eedeb4c429416bb14f59c2fa48bbd98f37509c63cec0c32,0,1200,The Act Texts | EU Artificial Intelligence Act The Act Explore the Act The AI Act Explorer The Act Texts High-level summary of the AI Act Context Institutional Context Historic Documents Historic Timeline Analyses Assessment Implementation Overview Implementation Documents Implementation Timeline Standard Setting Whistleblowing Member States Tasks for Member States National Implementation Plans AI Regulatory Sandboxes The AI Office Overview: The AI Office Tasks for The AI Office Enforcement of Chapter V: GPAI Obligations Why work at The AI Office? Why join the EU Scientific Panel? General-Purpose AI Overview: Providers of GPAI Models Guidelines for GPAI Models Introduction to the Code of Practice Code of Practice Summarised Compliance Tools Compliance Checker Guides for Businesses Small Businesses’ Guide Guide for HR & Staffing Businesses AI Literacy Programs Modifying AI Models & Systems About us Newsletter EN FR DE ES Select Page The Act Texts Browse the AI Act final draft online using our AI Act Explorer Official Journal (2024) The EU AI Act was published in the Official Journal (OJ) of the European Union on 12 July 2024. This is the final version of the text to be enforced. The
EU_AI_ACT_RQ4_CHUNK_0001,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,1,sha256:939c089eb009edc0bc7dc502481f83cc25601584e66151aee0cccea19098c2c8,1080,2280,"e Official Journal (OJ) of the European Union on 12 July 2024. This is the final version of the text to be enforced. There are a few different ways that you can view the AI Act text:  AI Act Explorer Browse the full text of the AI Act with our easy-to-use AI Act Explorer , available in multiple languages.  Summary of the AI Act The complete AI Act is hundreds of pages long. See our concise summary of the whole document, written for those who wish to get up to speed quickly. Alternatively, you can view the full text of the Act on the web, as a HTML document, or as a PDF by using the official European Union web portal ‘EUR LEX’. These webpages for the Artificial Intelligence Act (Regulation (EU) 2024/1689), Official Journal version of 13 June 2024 are linked below. Please select your language: English Bulgarian български език Croatian Hrvatski Czech Český Jazyk Danish Dansk Dutch Nederlands Estonian Eesti Finnish Suomi French Français German Deutsch Greek Ελληνικά Hungarian Magyar Irish Gaeilge Italian Italiano Latvian Latviešu Lithuanian Lietuvių Maltese Malti Polish Polski Portuguese Português Romanian Română Slovak Slovenčina Slovenian Slovenščina Spanish Español Swedish Svenska"
EU_AI_ACT_RQ4_CHUNK_0002,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,2,sha256:874d1b7214f50b760e16fc686050238c849653ba15a66e92e2f5fa1231b6635d,2160,3360,"lish Polski Portuguese Português Romanian Română Slovak Slovenčina Slovenian Slovenščina Spanish Español Swedish Svenska Other documents We have collections of all of the official AI Act documents in one place, including earlier versions of the official texts from the Council and the European Parliament, the negotiations (Trilogues), and documents to support the implementation of the Act.  Historic documents See all of the historic documents relating to the AI Act, including earlier drafts of the official texts.  Implementation documents This page lists all documents associated with the implementation of the AI Act. It will be updated as new documents are published. Commission draft (2021) The original AI Act as proposed by the European Commission can be downloaded below. Please note that the ‘Final draft’ of January 2024 as amended is the version that will likely enter into force, not the original draft below.  Main Articles This is the main substance of the Act. View in other languages .  Annexes The Annexes provide supplementary information to the Act. View in other languages . For the most up-to-date version of the Act, see the Final draft in the section above, or use our A"
EU_AI_ACT_RQ4_CHUNK_0003,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,3,sha256:ac5d105bcf54f8028c392b0bc9f59dd8a8db44f6839731571808058699f34e5e,3240,4440,"in other languages . For the most up-to-date version of the Act, see the Final draft in the section above, or use our AI Act Explorer . A summary presentation on the Act by the European Commission can be downloaded here . Receive EU AI Act updates in your inbox every two weeks Subscribe to receive biweekly up-to-date developments and analyses of the proposed EU AI Act. With over 40,000 subscribers, this newsletter is the go-to resource for EU policymakers on the AI Act. See the Newsletter © Future of Life Institute, 2026 This website is maintained by the Future of Life Institute (FLI). Our EU transparency register number is 787064543128-10. Manage Consent To provide the best experiences, we use technologies like cookies to store and/or access device information. Consenting to these technologies will allow us to process data such as browsing behavior or unique IDs on this site. Not consenting or withdrawing consent, may adversely affect certain features and functions. Functional Functional Always active The technical storage or access is strictly necessary for the legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the"
EU_AI_ACT_RQ4_CHUNK_0004,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,4,sha256:33301d209dbc41d79ae16ad11fde130f46b59ea7df0b70911413a71a9a0e95f9,4320,5520,"legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the sole purpose of carrying out the transmission of a communication over an electronic communications network. Preferences Preferences The technical storage or access is necessary for the legitimate purpose of storing preferences that are not requested by the subscriber or user. Statistics Statistics The technical storage or access that is used exclusively for statistical purposes. The technical storage or access that is used exclusively for anonymous statistical purposes. Without a subpoena, voluntary compliance on the part of your Internet Service Provider, or additional records from a third party, information stored or retrieved for this purpose alone cannot usually be used to identify you. Marketing Marketing The technical storage or access is required to create user profiles to send advertising, or to track the user on a website or across several websites for similar marketing purposes. Manage options Manage services Manage {vendor_count} vendors Read more about these purposes Accept Deny View preferences Save preferences View preferences {title} {title} {title"
EU_AI_ACT_RQ4_CHUNK_0005,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,5,sha256:01b7368318a7994f60d6f9990550000f6f455f6eb24ab79105b697032dac7fa2,5400,6600,"ors Read more about these purposes Accept Deny View preferences Save preferences View preferences {title} {title} {title} Manage Consent To provide the best experiences, we use technologies like cookies to store and/or access device information. Consenting to these technologies will allow us to process data such as browsing behavior or unique IDs on this site. Not consenting or withdrawing consent, may adversely affect certain features and functions. Functional Functional Always active The technical storage or access is strictly necessary for the legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the sole purpose of carrying out the transmission of a communication over an electronic communications network. Preferences Preferences The technical storage or access is necessary for the legitimate purpose of storing preferences that are not requested by the subscriber or user. Statistics Statistics The technical storage or access that is used exclusively for statistical purposes. The technical storage or access that is used exclusively for anonymous statistical purposes. Without a subpoena, voluntary compliance on the part"
EU_AI_ACT_RQ4_CHUNK_0006,EU_AI_ACT,EU,Regulation (EU) 2024/1689 — Artificial Intelligence Act,https://artificialintelligenceact.eu/the-act/,PUBLIC_REFERENCE_AI_ACT_EXPLORER,sha256:f66a5efc9e571abd3d0f6bbe9296534aff82c2439b37ee29909f68f3a4668de1,sha256:9250fec761dcf42947492c640979dbffb74a223eb5fdb1512bf8990427b1f5f8,6,sha256:b7532b22ca50360a95f5bd474f8337a4e70df6cd5e41b08871595e95f9a7cbce,6480,7183,"access that is used exclusively for anonymous statistical purposes. Without a subpoena, voluntary compliance on the part of your Internet Service Provider, or additional records from a third party, information stored or retrieved for this purpose alone cannot usually be used to identify you. Marketing Marketing The technical storage or access is required to create user profiles to send advertising, or to track the user on a website or across several websites for similar marketing purposes. Manage options Manage services Manage {vendor_count} vendors Read more about these purposes Accept Deny View preferences Save preferences View preferences {title} {title} {title} Manage consent Manage consent"
EU_DMA_RQ4_CHUNK_0000,EU_DMA,EU,Regulation (EU) 2022/1925 — Digital Markets Act,https://digital-markets-act.ec.europa.eu/about-dma_en,OFFICIAL_EC_PUBLIC_REFERENCE,sha256:81f13c129de0317b5744230d14b028d2a79fc4dffe23e2e2910a4eeab73d8ad5,sha256:b39fac176b39f0cdf70b4d60ca0d2a5fb6feaad845b00f608c39c06828b12be0,0,sha256:20e46275d6e1f987b9fde1b6f40fdf0fbae894e1f38eb0ccce09691a652582b8,0,1200,"About the Digital Markets Act Skip to main content en Select your language Close bg български es español cs čeština da dansk de Deutsch et eesti el ελληνικά en English fr français ga Gaeilge hr hrvatski it italiano lv latviešu lt lietuvių hu magyar mt Malti nl Nederlands pl polski pt português ro română sk slovenčina sl slovenščina fi suomi sv svenska Search Search Business, Economy, Euro Digital Markets Act (DMA) Menu Close Menu Back Previous items Next items Home About DMA Review Practical information DMA Annual Reports See all Latest news Legislation Gatekeepers Portal Resources for Gatekeepers and potential Gatekeepers Compliance reports List of acquisitions Consumer profiling reports See all Citizens and Whistleblower Portal EU Citizens Q&A Whistleblower tool See all Developer Portal App distribution Data access End user data portability Interoperability Resources for businesses See all Cases Public Consultations Events Workshops See all Home About About the Digital Markets Act Page contents Page contents What is the DMA about? The Digital Markets Act is the EU’s law to make the markets in the digital sector fairer and more contestable. In order to do so, the Digital Markets A"
EU_DMA_RQ4_CHUNK_0001,EU_DMA,EU,Regulation (EU) 2022/1925 — Digital Markets Act,https://digital-markets-act.ec.europa.eu/about-dma_en,OFFICIAL_EC_PUBLIC_REFERENCE,sha256:81f13c129de0317b5744230d14b028d2a79fc4dffe23e2e2910a4eeab73d8ad5,sha256:b39fac176b39f0cdf70b4d60ca0d2a5fb6feaad845b00f608c39c06828b12be0,1,sha256:c188e69b1569052f2c6cfc2b779c1985b5f022a46a03004b13c817e8546cecd8,1080,2280,"EU’s law to make the markets in the digital sector fairer and more contestable. In order to do so, the Digital Markets Act (“DMA”) establishes a set of clearly defined objective criteria to identify “gatekeepers”. Gatekeepers are large digital platforms providing so called core platform services, such as online search engines, app stores, messenger services. Gatekeepers will have to comply with the do’s (i.e. obligations) and don’ts (i.e. prohibitions) listed in the DMA. The DMA is one of the first regulatory tools to comprehensively regulate the gatekeeper power of the largest digital companies. The DMA complements, but does not change EU competition rules, which continue to apply fully. Legislative history of the DMA Following the initial proposal of the European Commission in December 2020, the Regulation was adopted by the European Parliament and the Council on 14 September 2022. It was published in the Official Journal on 12 October 2022. The DMA entered into force on 1 November 2022 and become applicable on 2 May 2023. Within two months of that date, companies providing core platform services will have to notify the Commission if they meet the quantitative thresholds and prov"
EU_DMA_RQ4_CHUNK_0002,EU_DMA,EU,Regulation (EU) 2022/1925 — Digital Markets Act,https://digital-markets-act.ec.europa.eu/about-dma_en,OFFICIAL_EC_PUBLIC_REFERENCE,sha256:81f13c129de0317b5744230d14b028d2a79fc4dffe23e2e2910a4eeab73d8ad5,sha256:b39fac176b39f0cdf70b4d60ca0d2a5fb6feaad845b00f608c39c06828b12be0,2,sha256:c9643a339c90d01398d951bdbd4a3f93faaa8f552b58beb97f7b78ed776f98be,2160,3360,"es providing core platform services will have to notify the Commission if they meet the quantitative thresholds and provide all relevant information. The Commission will then have 45 working days to adopt a decision designating a specific gatekeeper. The designated gatekeepers will have a maximum of six months after the Commission decision to ensure compliance with the obligations and prohibitions laid down in the DMA. This timeline only applies to core platform services existing by 2 May 2023. Those companies providing core platform services meeting the thresholds only at a later stage will have to notify them within two months after those thresholds are met. What does this mean for gatekeepers? The new rules will establish obligations for gatekeepers, “do’s” and “don’ts” they must comply with in their daily operations. Examples of the “do’s”: gatekeepers will for example have to: allow third parties to inter-operate with the gatekeeper’s own services in certain specific situations; allow their business users to access the data that they generate in their use of the gatekeeper’s platform; provide companies advertising on their platform with the tools and information necessary for"
EU_DMA_RQ4_CHUNK_0003,EU_DMA,EU,Regulation (EU) 2022/1925 — Digital Markets Act,https://digital-markets-act.ec.europa.eu/about-dma_en,OFFICIAL_EC_PUBLIC_REFERENCE,sha256:81f13c129de0317b5744230d14b028d2a79fc4dffe23e2e2910a4eeab73d8ad5,sha256:b39fac176b39f0cdf70b4d60ca0d2a5fb6feaad845b00f608c39c06828b12be0,3,sha256:52a33c30af072e64c118201cf8fc75ae0e43ac3697ef77efa8a874ba5657e59f,3240,4440,"the gatekeeper’s platform; provide companies advertising on their platform with the tools and information necessary for advertisers and publishers to carry out their own independent verification of their advertisements hosted by the gatekeeper; allow their business users to promote their offer and conclude contracts with their customers outside the gatekeeper’s platform. Example of the “don'ts”: gatekeepers will for example no longer: treat services and products offered by the gatekeeper itself more favourably in ranking than similar services or products offered by third parties on the gatekeeper's platform; prevent consumers from linking up to businesses outside their platforms; prevent users from un-installing any pre-installed software or app if they wish so; track end users outside of the gatekeepers' core platform service for the purpose of targeted advertising, without effective consent having been granted. What does this mean for consumers? © European Commission Download the .pdf version What does this mean for businesses? © European Commission Download the .pdf version How will the Commission ensure that the tool keeps up with the fast evolving digital sector? To ensure tha"
EU_DMA_RQ4_CHUNK_0004,EU_DMA,EU,Regulation (EU) 2022/1925 — Digital Markets Act,https://digital-markets-act.ec.europa.eu/about-dma_en,OFFICIAL_EC_PUBLIC_REFERENCE,sha256:81f13c129de0317b5744230d14b028d2a79fc4dffe23e2e2910a4eeab73d8ad5,sha256:b39fac176b39f0cdf70b4d60ca0d2a5fb6feaad845b00f608c39c06828b12be0,4,sha256:907457718620304762c321c9f59852823a8ff53b68d788f5f79b20823ce9e826,4320,5520,".pdf version How will the Commission ensure that the tool keeps up with the fast evolving digital sector? To ensure that the new gatekeeper rules keep up with the fast pace of digital markets, the Commission will carry out market investigations. These will allow the Commission to: qualify companies as gatekeepers; update dynamically the obligations for gatekeepers when necessary; design remedies to tackle systematic infringements of the Digital Markets Act rules. What will be the consequences of non-compliance? Fines : of up to 10% of the company’s total worldwide annual turnover, or up to 20% in the event of repeated infringements Periodic penalty payments : of up to 5% of the average daily turnover Remedies : In case of systematic infringements of the DMA obligations by gatekeepers, additional remedies may be imposed on the gatekeepers after a market investigation. Such remedies will need to be proportionate to the offence committed. If necessary and as a last resort option, non-financial remedies can be imposed. These can include behavioural and structural remedies, e.g. the divestiture of (parts of) a business. Share this page Digital Markets Act (DMA) This site is managed by:"
EU_DMA_RQ4_CHUNK_0005,EU_DMA,EU,Regulation (EU) 2022/1925 — Digital Markets Act,https://digital-markets-act.ec.europa.eu/about-dma_en,OFFICIAL_EC_PUBLIC_REFERENCE,sha256:81f13c129de0317b5744230d14b028d2a79fc4dffe23e2e2910a4eeab73d8ad5,sha256:b39fac176b39f0cdf70b4d60ca0d2a5fb6feaad845b00f608c39c06828b12be0,5,sha256:1af2afbadd4ea98abd958416e399bf6d850a4b9b50603c34f30308977385c530,5400,6032,"edies, e.g. the divestiture of (parts of) a business. Share this page Digital Markets Act (DMA) This site is managed by: European Commission Contact us Contact us as an EU Citizen Contact us as a business Contact us as a Whistleblower About us Accessibility More information on: Business, Economy, Euro Related links Digital Services Act (DSA) Directorate-General for Competition Directorate-General for Communications Networks, Content and Technology Follow the European Commission Facebook Instagram X Linkedin Other Contact us Report an IT vulnerability Languages on our websites Cookies Privacy policy Legal notice Accessibility"
US_COPPA_RQ4_CHUNK_0000,US_COPPA,US,16 CFR Part 312 — Children's Online Privacy Protection Rule,https://www.ecfr.gov/current/title-16/chapter-I/subchapter-C/part-312,OFFICIAL_US_ECFR,sha256:2845a9afcde4eb449de5ea9c9ed0aa78a16d1a93beee84b4035329f0b7a8f0a9,sha256:7956a2684d989701b0dcea208b86e6e4abb03cef097e8f746acb6f56897323f2,0,sha256:0b8dac28059323e0b0acb18ca278e2582d50a27540458ed8f3d05521e04a28af,0,1200,"eCFR :: 16 CFR Part 312 -- Children's Online Privacy Protection Rule (Coppa Rule) Site Feedback You are using an unsupported browser × You are using an unsupported browser. This web site is designed for the current versions of Microsoft Edge, Google Chrome, Mozilla Firefox, or Safari. × Site Feedback The Office of the Federal Register publishes documents on behalf of Federal agencies but does not have any authority over their programs. We recommend you directly contact the agency associated with the content in question. If you have comments or suggestions on how to improve the www.ecfr.gov website or have questions about using www.ecfr.gov, please choose the 'Website Feedback' button below. Website Feedback If you would like to comment on the current content, please use the 'Content Feedback' button below for instructions on contacting the issuing agency Content Feedback If you have questions for the Agency that issued the current document please contact the agency directly. × Website Feedback * Your Name * Email Attachment * How can we help you? * I am requesting technical help or providing website feedback This contact form is only for website help or website suggestions. If you"
US_COPPA_RQ4_CHUNK_0001,US_COPPA,US,16 CFR Part 312 — Children's Online Privacy Protection Rule,https://www.ecfr.gov/current/title-16/chapter-I/subchapter-C/part-312,OFFICIAL_US_ECFR,sha256:2845a9afcde4eb449de5ea9c9ed0aa78a16d1a93beee84b4035329f0b7a8f0a9,sha256:7956a2684d989701b0dcea208b86e6e4abb03cef097e8f746acb6f56897323f2,1,sha256:efe2931c6b5e1290e5df9f5cd7e6da1a6b7b259eaa7ba834a0e072d6fb0eab85,1080,2280,"technical help or providing website feedback This contact form is only for website help or website suggestions. If you have questions or comments regarding a published document please contact the publishing agency. Comments or questions about document content can not be answered by OFR staff. Please do not provide confidential information or personal data. ☰ Home Browse Titles Agencies Incorporation by Reference Recent Updates Search Recent Changes Corrections Reader Aids Reader Aids Home Using the eCFR Point-in-Time System Understanding the eCFR Government Policy and OFR Procedures Developer Resources Recent Site Updates My eCFR My Subscriptions Sign Out Sign In / Sign Up eCFR The Electronic Code of Federal Regulations Enhanced Content :: FR Reference Enhanced content is provided to the user to provide additional context. Enhanced Content :: FR Reference Title 16 This content is from the eCFR and is authoritative but unofficial. Displaying title 16, up to date as of 5/01/2026. Title 16 was last amended 4/20/2026. view historical versions A drafting site is available for use when drafting amendatory language switch to drafting site modal#escClose"" data-suggestions-target=""modal"">"
